GenPept accession,Phylum,Class
CRI72595, Kitrinoviricota, Flasuviricetes
CRL92742, Pisuviricota, Pisoniviricetes
CRL92746, Pisuviricota, Pisoniviricetes
CRL92755, Pisuviricota, Pisoniviricetes
CUS18591, Pisuviricota, Duplopiviricetes
CUS18593, Pisuviricota, Duplopiviricetes
NP_037647, Kitrinoviricota, Alsuviricetes
NP_038453, Kitrinoviricota, Tolucaviricetes
NP_041091, Pisuviricota, Duplopiviricetes
NP_041197, Kitrinoviricota, Alsuviricetes
NP_041257, Kitrinoviricota, Alsuviricetes
NP_041870, Kitrinoviricota, Alsuviricetes
NP_041884, Kitrinoviricota, Tolucaviricetes
NP_042286, Negarnaviricota, Monjiviricetes
NP_042307, Lenarviricota, Leviviricetes
NP_042510, Pisuviricota, Pisoniviricetes
NP_042582, Kitrinoviricota, Alsuviricetes
NP_042695, Kitrinoviricota, Alsuviricetes
NP_042860, Kitrinoviricota, Alsuviricetes
NP_043135, Kitrinoviricota, Flasuviricetes
NP_043465, Duplornaviricota, Chrymotiviricetes
NP_044328, Kitrinoviricota, Alsuviricetes
NP_044382, Kitrinoviricota, Tolucaviricetes
NP_044731, Kitrinoviricota, Flasuviricetes
NP_044732, Kitrinoviricota, Tolucaviricetes
NP_044740, Kitrinoviricota, Tolucaviricetes
NP_044945, Pisuviricota, Pisoniviricetes
NP_045010, Kitrinoviricota, Flasuviricetes
NP_046741, Pisuviricota, Stelpaviricetes
NP_046752, Lenarviricota, Leviviricetes
NP_047560, Duplornaviricota, Chrymotiviricetes
NP_047920, Kitrinoviricota, Alsuviricetes
NP_048059, Kitrinoviricota, Alsuviricetes
NP_049235, Kitrinoviricota, Alsuviricetes
NP_049325, Kitrinoviricota, Alsuviricetes
NP_050585, Negarnaviricota, Monjiviricetes
NP_051161, Pisuviricota, Stelpaviricetes
NP_054697, Negarnaviricota, Monjiviricetes
NP_056748, Pisuviricota, Pisoniviricetes
NP_056765, Pisuviricota, Stelpaviricetes
NP_056767, Kitrinoviricota, Alsuviricetes
NP_056820, Pisuviricota, Pisoniviricetes
NP_056867, Pisuviricota, Stelpaviricetes
NP_059510, Kitrinoviricota, Alsuviricetes
NP_059945, Pisuviricota, Stelpaviricetes
NP_066241, Pisuviricota, Pisoniviricetes
NP_066258, Kitrinoviricota, Alsuviricetes
NP_066393, Pisuviricota, Pisoniviricetes
NP_067737, Kitrinoviricota, Alsuviricetes
NP_068342, Kitrinoviricota, Tolucaviricetes
NP_068348, Pisuviricota, Stelpaviricetes
NP_068549, Kitrinoviricota, Alsuviricetes
NP_077079, Kitrinoviricota, Alsuviricetes
NP_077730, Kitrinoviricota, Magsaviricetes
NP_085473, Lenarviricota, Leviviricetes
NP_108651, Duplornaviricota, Chrymotiviricetes
NP_112029, Kitrinoviricota, Alsuviricetes
NP_116487, Kitrinoviricota, Alsuviricetes
NP_116716, Pisuviricota, Duplopiviricetes
NP_148778, Kitrinoviricota, Alsuviricetes
NP_203553, Kitrinoviricota, Alsuviricetes
NP_524561, Duplornaviricota, Vidaverviricetes
NP_542612, Kitrinoviricota, Alsuviricetes
NP_563609, Kitrinoviricota, Tolucaviricetes
NP_570725, Pisuviricota, Stelpaviricetes
NP_570726, Kitrinoviricota, Alsuviricetes
NP_597914, Negarnaviricota, Monjiviricetes
NP_602313, Kitrinoviricota, Alsuviricetes
NP_604475, Pisuviricota, Duplopiviricetes
NP_608311, Kitrinoviricota, Tolucaviricetes
NP_612585, Pisuviricota, Stelpaviricetes
NP_612601, Kitrinoviricota, Alsuviricetes
NP_612604, Pisuviricota, Pisoniviricetes
NP_612605, Kitrinoviricota, Alsuviricetes
NP_613266, Pisuviricota, Duplopiviricetes
NP_613283, Pisuviricota, Pisoniviricetes
NP_619518, Pisuviricota, Pisoniviricetes
NP_619521, Kitrinoviricota, Tolucaviricetes
NP_619653, Duplornaviricota, Chrymotiviricetes
NP_619670, Duplornaviricota, Chrymotiviricetes
NP_619671, Kitrinoviricota, Tolucaviricetes
NP_619692, Kitrinoviricota, Alsuviricetes
NP_619705, Pisuviricota, Pisoniviricetes
NP_619716, Pisuviricota, Pisoniviricetes
NP_619734, Pisuviricota, Pisoniviricetes
NP_619758, Kitrinoviricota, Flasuviricetes
NP_620033, Kitrinoviricota, Alsuviricetes
NP_620043, Kitrinoviricota, Alsuviricetes
NP_620045, Kitrinoviricota, Flasuviricetes
NP_620047, Kitrinoviricota, Alsuviricetes
NP_620053, Kitrinoviricota, Flasuviricetes
NP_620108, Kitrinoviricota, Flasuviricetes
NP_620109, Kitrinoviricota, Magsaviricetes
NP_620301, Pisuviricota, Duplopiviricetes
NP_620468, Pisuviricota, Pisoniviricetes
NP_620502, Negarnaviricota, Monjiviricetes
NP_620544, Duplornaviricota, Resentoviricetes
NP_620555, Pisuviricota, Pisoniviricetes
NP_620562, Pisuviricota, Pisoniviricetes
NP_620564, Pisuviricota, Pisoniviricetes
NP_620566, Pisuviricota, Pisoniviricetes
NP_620568, Pisuviricota, Pisoniviricetes
NP_620619, Pisuviricota, Pisoniviricetes
NP_620656, Pisuviricota, Stelpaviricetes
NP_620659, Pisuviricota, Duplopiviricetes
NP_620674, Kitrinoviricota, Tolucaviricetes
NP_620678, Kitrinoviricota, Alsuviricetes
NP_620715, Kitrinoviricota, Alsuviricetes
NP_620728, Duplornaviricota, Chrymotiviricetes
NP_620730, Duplornaviricota, Chrymotiviricetes
NP_620761, Kitrinoviricota, Alsuviricetes
NP_624332, Duplornaviricota, Chrymotiviricetes
NP_624350, Pisuviricota, Duplopiviricetes
NP_647481, Pisuviricota, Pisoniviricetes
NP_653077, Pisuviricota, Pisoniviricetes
NP_658908, Kitrinoviricota, Flasuviricetes
NP_658999, Kitrinoviricota, Alsuviricetes
NP_659008, Pisuviricota, Stelpaviricetes
NP_659020, Kitrinoviricota, Alsuviricetes
NP_659025, Pisuviricota, Stelpaviricetes
NP_660174, Lenarviricota, Howeltoviricetes
NP_660177, Lenarviricota, Amabiliviricetes
NP_660179, Lenarviricota, Howeltoviricetes
NP_660180, Lenarviricota, Howeltoviricetes
NP_660181, Lenarviricota, Howeltoviricetes
NP_663315, Pisuviricota, Pisoniviricetes
NP_665871, Negarnaviricota, Monjiviricetes
NP_671718, Kitrinoviricota, Alsuviricetes
NP_689391, Kitrinoviricota, Flasuviricetes
NP_689393, Kitrinoviricota, Alsuviricetes
NP_689396, Kitrinoviricota, Alsuviricetes
NP_689439, Kitrinoviricota, Magsaviricetes
NP_690817, Duplornaviricota, Vidaverviricetes
NP_690823, Duplornaviricota, Vidaverviricetes
NP_694468, Duplornaviricota, Resentoviricetes
NP_702988, Kitrinoviricota, Alsuviricetes
NP_740760, Kitrinoviricota, Alsuviricetes
NP_777373, Pisuviricota, Pisoniviricetes
NP_813789, Kitrinoviricota, Tolucaviricetes
NP_835244, Kitrinoviricota, Alsuviricetes
NP_872627, Kitrinoviricota, Flasuviricetes
NP_891562, Kitrinoviricota, Alsuviricetes
NP_898833, Duplornaviricota, Chrymotiviricetes
NP_919029, Pisuviricota, Pisoniviricetes
NP_919036, Kitrinoviricota, Magsaviricetes
NP_919040, Pisuviricota, Pisoniviricetes
NP_932306, Kitrinoviricota, Alsuviricetes
NP_932608, Pisuviricota, Stelpaviricetes
NP_940785, Kitrinoviricota, Alsuviricetes
NP_941973, Negarnaviricota, Ellioviricetes
NP_941976, Negarnaviricota, Ellioviricetes
NP_944487, Pisuviricota, Pisoniviricetes
NP_945030, Negarnaviricota, Monjiviricetes
NP_945122, Kitrinoviricota, Tolucaviricetes
NP_945128, Kitrinoviricota, Tolucaviricetes
NP_958055, Negarnaviricota, Monjiviricetes
NP_982308, Pisuviricota, Stelpaviricetes
NP_987087, Pisuviricota, Stelpaviricetes
O15925, Pisuviricota, Duplopiviricetes
O91936, Kitrinoviricota, Flasuviricetes
P0C6V7, Pisuviricota, Pisoniviricetes
P0C6V9, Pisuviricota, Pisoniviricetes
P13615, Negarnaviricota, Monjiviricetes
P14553, Pisuviricota, Pisoniviricetes
P15965, Lenarviricota, Leviviricetes
P23172, Duplornaviricota, Chrymotiviricetes
P27316, Negarnaviricota, Ellioviricetes
P33478, Kitrinoviricota, Flasuviricetes
P35942, Duplornaviricota, Resentoviricetes
P89202, Kitrinoviricota, Alsuviricetes
Q02119, Duplornaviricota, Resentoviricetes
Q02941, Pisuviricota, Pisoniviricetes
Q04561, Pisuviricota, Pisoniviricetes
Q06502, Pisuviricota, Pisoniviricetes
Q3KSM3, Kitrinoviricota, Magsaviricetes
Q5NDM9, Pisuviricota, Pisoniviricetes
Q67653, Duplornaviricota, Chrymotiviricetes
Q68749, Kitrinoviricota, Flasuviricetes
Q68801, Kitrinoviricota, Flasuviricetes
Q6WQ42, Pisuviricota, Pisoniviricetes
Q82707, Negarnaviricota, Monjiviricetes
Q89330, Pisuviricota, Stelpaviricetes
Q8B0H0, Negarnaviricota, Monjiviricetes
Q8BCV9, Negarnaviricota, Milneviricetes
Q8JMN0, Negarnaviricota, Monjiviricetes
Q9JH69, Pisuviricota, Stelpaviricetes
SBQ28480, Lenarviricota, Miaviricetes
SBT85169, Pisuviricota, Stelpaviricetes
SCW25778, Lenarviricota, Amabiliviricetes
SIP85308, Pisuviricota, Stelpaviricetes
SLL96484, Lenarviricota, Leviviricetes
YP_001008394, Pisuviricota, Pisoniviricetes
YP_001039627, Pisuviricota, Pisoniviricetes
YP_001039884, Kitrinoviricota, Tolucaviricetes
YP_001039961, Pisuviricota, Pisoniviricetes
YP_001040007, Kitrinoviricota, Flasuviricetes
YP_001109580, Duplornaviricota, Chrymotiviricetes
YP_001249278, Negarnaviricota, Monjiviricetes
YP_001274391, Pisuviricota, Duplopiviricetes
YP_001285472, Kitrinoviricota, Alsuviricetes
YP_001285474, Kitrinoviricota, Tolucaviricetes
YP_001285483, Kitrinoviricota, Alsuviricetes
YP_001285729, Pisuviricota, Pisoniviricetes
YP_001427386, Pisuviricota, Stelpaviricetes
YP_001427388, Pisuviricota, Stelpaviricetes
YP_001427389, Pisuviricota, Stelpaviricetes
YP_001429581, Pisuviricota, Pisoniviricetes
YP_001429583, Pisuviricota, Pisoniviricetes
YP_001430021, Kitrinoviricota, Alsuviricetes
YP_001468087, Pisuviricota, Stelpaviricetes
YP_001497151, Duplornaviricota, Chrymotiviricetes
YP_001497152, Pisuviricota, Pisoniviricetes
YP_001497153, Kitrinoviricota, Alsuviricetes
YP_001531163, Duplornaviricota, Chrymotiviricetes
YP_001552317, Kitrinoviricota, Alsuviricetes
YP_001642337, Kitrinoviricota, Alsuviricetes
YP_001649206, Duplornaviricota, Chrymotiviricetes
YP_001649212, Negarnaviricota, Ellioviricetes
YP_001649214, Negarnaviricota, Ellioviricetes
YP_001649218, Negarnaviricota, Ellioviricetes
YP_001655010, Kitrinoviricota, Alsuviricetes
YP_001661446, Kitrinoviricota, Alsuviricetes
YP_001686783, Pisuviricota, Duplopiviricetes
YP_001686789, Pisuviricota, Duplopiviricetes
YP_001715611, Pisuviricota, Pisoniviricetes
YP_001718499, Kitrinoviricota, Alsuviricetes
YP_001740047, Negarnaviricota, Ellioviricetes
YP_001798592, Kitrinoviricota, Alsuviricetes
YP_001816770, Kitrinoviricota, Alsuviricetes
YP_001816785, Negarnaviricota, Ellioviricetes
YP_001837095, Duplornaviricota, Resentoviricetes
YP_001911122, Pisuviricota, Duplopiviricetes
YP_001931955, Pisuviricota, Stelpaviricetes
YP_001936024, Negarnaviricota, Ellioviricetes
YP_001936026, Negarnaviricota, Ellioviricetes
YP_001949736, Kitrinoviricota, Tolucaviricetes
YP_001960940, Kitrinoviricota, Alsuviricetes
YP_001974323, Kitrinoviricota, Alsuviricetes
YP_001974419, Pisuviricota, Stelpaviricetes
YP_001976142, Duplornaviricota, Chrymotiviricetes
YP_002004564, Pisuviricota, Pisoniviricetes
YP_002019754, Lenarviricota, Miaviricetes
YP_002019757, Lenarviricota, Miaviricetes
YP_002048673, Kitrinoviricota, Alsuviricetes
YP_002117834, Kitrinoviricota, Tolucaviricetes
YP_002158824, Pisuviricota, Pisoniviricetes
YP_002268402, Pisuviricota, Pisoniviricetes
YP_002302259, Kitrinoviricota, Tolucaviricetes
YP_002302557, Kitrinoviricota, Alsuviricetes
YP_002308376, Negarnaviricota, Monjiviricetes
YP_002308439, Kitrinoviricota, Alsuviricetes
YP_002308442, Kitrinoviricota, Alsuviricetes
YP_002308445, Kitrinoviricota, Alsuviricetes
YP_002308447, Kitrinoviricota, Alsuviricetes
YP_002308453, Pisuviricota, Stelpaviricetes
YP_002308464, Kitrinoviricota, Alsuviricetes
YP_002308505, Pisuviricota, Pisoniviricetes
YP_002308570, Kitrinoviricota, Alsuviricetes
YP_002308574, Pisuviricota, Duplopiviricetes
YP_002308576, Negarnaviricota, Monjiviricetes
YP_002308578, Kitrinoviricota, Alsuviricetes
YP_002308580, Pisuviricota, Stelpaviricetes
YP_002333280, Negarnaviricota, Monjiviricetes
YP_002341559, Kitrinoviricota, Alsuviricetes
YP_002364303, Kitrinoviricota, Alsuviricetes
YP_002364401, Pisuviricota, Duplopiviricetes
YP_002455905, Kitrinoviricota, Alsuviricetes
YP_002600763, Duplornaviricota, Vidaverviricetes
YP_002640501, Kitrinoviricota, Alsuviricetes
YP_002647021, Kitrinoviricota, Alsuviricetes
YP_002647027, Kitrinoviricota, Alsuviricetes
YP_002647032, Pisuviricota, Pisoniviricetes
YP_002776347, Kitrinoviricota, Alsuviricetes
YP_002790880, Pisuviricota, Pisoniviricetes
YP_002822229, Lenarviricota, Howeltoviricetes
YP_002905337, Negarnaviricota, Monjiviricetes
YP_002922020, Kitrinoviricota, Flasuviricetes
YP_002925132, Duplornaviricota, Resentoviricetes
YP_002929493, Negarnaviricota, Ellioviricetes
YP_002956072, Pisuviricota, Pisoniviricetes
YP_002956075, Pisuviricota, Pisoniviricetes
YP_002956076, Pisuviricota, Pisoniviricetes
YP_003002352, Kitrinoviricota, Alsuviricetes
YP_003029839, Pisuviricota, Pisoniviricetes
YP_003038594, Pisuviricota, Pisoniviricetes
YP_003075957, Kitrinoviricota, Alsuviricetes
YP_003075965, Kitrinoviricota, Alsuviricetes
YP_003082248, Pisuviricota, Duplopiviricetes
YP_003090217, Negarnaviricota, Ellioviricetes
YP_003104764, Negarnaviricota, Ellioviricetes
YP_003104768, Pisuviricota, Duplopiviricetes
YP_003104770, Lenarviricota, Miaviricetes
YP_003126903, Kitrinoviricota, Alsuviricetes
YP_003204952, Kitrinoviricota, Alsuviricetes
YP_003208047, Pisuviricota, Stelpaviricetes
YP_003208108, Kitrinoviricota, Alsuviricetes
YP_003275951, Pisuviricota, Stelpaviricetes
YP_003280846, Kitrinoviricota, Alsuviricetes
YP_003288763, Duplornaviricota, Chrymotiviricetes
YP_003288790, Pisuviricota, Duplopiviricetes
YP_003289293, Duplornaviricota, Chrymotiviricetes
YP_003324581, Kitrinoviricota, Alsuviricetes
YP_003475889, Kitrinoviricota, Alsuviricetes
YP_003518294, Negarnaviricota, Monjiviricetes
YP_003541123, Duplornaviricota, Chrymotiviricetes
YP_003580192, Pisuviricota, Stelpaviricetes
YP_003587807, Pisuviricota, Stelpaviricetes
YP_003620401, Kitrinoviricota, Alsuviricetes
YP_003717773, Duplornaviricota, Resentoviricetes
YP_003725718, Pisuviricota, Stelpaviricetes
YP_003778216, Pisuviricota, Stelpaviricetes
YP_003853285, Pisuviricota, Pisoniviricetes
YP_003853287, Pisuviricota, Pisoniviricetes
YP_003858286, Duplornaviricota, Chrymotiviricetes
YP_003868436, Pisuviricota, Duplopiviricetes
YP_003896039, Pisuviricota, Pisoniviricetes
YP_003896046, Duplornaviricota, Resentoviricetes
YP_003896058, Duplornaviricota, Resentoviricetes
YP_003915148, Pisuviricota, Pisoniviricetes
YP_003915153, Kitrinoviricota, Alsuviricetes
YP_003934623, Pisuviricota, Duplopiviricetes
YP_003934934, Duplornaviricota, Chrymotiviricetes
YP_004035878, Kitrinoviricota, Alsuviricetes
YP_004063985, Pisuviricota, Pisoniviricetes
YP_004089630, Duplornaviricota, Chrymotiviricetes
YP_004123950, Kitrinoviricota, Alsuviricetes
YP_004123951, Pisuviricota, Stelpaviricetes
YP_004191788, Kitrinoviricota, Tolucaviricetes
YP_004207810, Kitrinoviricota, Magsaviricetes
YP_004293216, Kitrinoviricota, Alsuviricetes
YP_004300263, Kitrinoviricota, Tolucaviricetes
YP_004300278, Kitrinoviricota, Alsuviricetes
YP_004327589, Negarnaviricota, Ellioviricetes
YP_004376199, Pisuviricota, Stelpaviricetes
YP_004376201, Kitrinoviricota, Alsuviricetes
YP_004429248, Pisuviricota, Pisoniviricetes
YP_004429258, Pisuviricota, Duplopiviricetes
YP_004464917, Kitrinoviricota, Alsuviricetes
YP_004464924, Kitrinoviricota, Alsuviricetes
YP_004464930, Kitrinoviricota, Alsuviricetes
YP_004465358, Kitrinoviricota, Alsuviricetes
YP_004564622, Lenarviricota, Howeltoviricetes
YP_004581250, Duplornaviricota, Chrymotiviricetes
YP_004659200, Kitrinoviricota, Alsuviricetes
YP_004767305, Pisuviricota, Pisoniviricetes
YP_004769548, Duplornaviricota, Resentoviricetes
YP_004782207, Pisuviricota, Pisoniviricetes
YP_004782527, Pisuviricota, Duplopiviricetes
YP_004782528, Pisuviricota, Pisoniviricetes
YP_004849314, Kitrinoviricota, Alsuviricetes
YP_004869651, Pisuviricota, Pisoniviricetes
YP_004901680, Kitrinoviricota, Alsuviricetes
YP_004901687, Kitrinoviricota, Alsuviricetes
YP_004927971, Negarnaviricota, Monjiviricetes
YP_004928118, Kitrinoviricota, Alsuviricetes
YP_004928143, Negarnaviricota, Monjiviricetes
YP_004933733, Negarnaviricota, Ellioviricetes
YP_004934107, Pisuviricota, Stelpaviricetes
YP_004935357, Pisuviricota, Pisoniviricetes
YP_004935358, Kitrinoviricota, Alsuviricetes
YP_004935363, Pisuviricota, Pisoniviricetes
YP_004935369, Kitrinoviricota, Alsuviricetes
YP_004935375, Kitrinoviricota, Alsuviricetes
YP_004935919, Kitrinoviricota, Alsuviricetes
YP_004936165, Pisuviricota, Stelpaviricetes
YP_004936166, Kitrinoviricota, Alsuviricetes
YP_004936170, Pisuviricota, Pisoniviricetes
YP_004956727, Kitrinoviricota, Alsuviricetes
YP_005086952, Kitrinoviricota, Alsuviricetes
YP_005351240, Pisuviricota, Pisoniviricetes
YP_005352862, Pisuviricota, Pisoniviricetes
YP_005352870, Pisuviricota, Pisoniviricetes
YP_005352889, Kitrinoviricota, Flasuviricetes
YP_005352912, Lenarviricota, Howeltoviricetes
YP_005454257, Kitrinoviricota, Flasuviricetes
YP_006200965, Negarnaviricota, Monjiviricetes
YP_006202628, Negarnaviricota, Monjiviricetes
YP_006331061, Pisuviricota, Pisoniviricetes
YP_006347580, Pisuviricota, Pisoniviricetes
YP_006347589, Negarnaviricota, Monjiviricetes
YP_006347591, Pisuviricota, Pisoniviricetes
YP_006390091, Pisuviricota, Duplopiviricetes
YP_006522440, Pisuviricota, Stelpaviricetes
YP_006543639, Pisuviricota, Pisoniviricetes
YP_006576506, Negarnaviricota, Monjiviricetes
YP_006576507, Kitrinoviricota, Alsuviricetes
YP_006576510, Pisuviricota, Pisoniviricetes
YP_006576515, Pisuviricota, Pisoniviricetes
YP_006576519, Kitrinoviricota, Alsuviricetes
YP_006589919, Kitrinoviricota, Alsuviricetes
YP_006590065, Kitrinoviricota, Alsuviricetes
YP_006590082, Negarnaviricota, Ellioviricetes
YP_006590093, Negarnaviricota, Ellioviricetes
YP_006607894, Pisuviricota, Pisoniviricetes
YP_006666503, Pisuviricota, Pisoniviricetes
YP_006666506, Pisuviricota, Pisoniviricetes
YP_006732323, Pisuviricota, Pisoniviricetes
YP_006742184, Negarnaviricota, Monjiviricetes
YP_006843891, Pisuviricota, Stelpaviricetes
YP_006843893, Kitrinoviricota, Alsuviricetes
YP_006858709, Negarnaviricota, Ellioviricetes
YP_006860588, Kitrinoviricota, Flasuviricetes
YP_006905847, Pisuviricota, Stelpaviricetes
YP_006905848, Kitrinoviricota, Alsuviricetes
YP_006905850, Kitrinoviricota, Alsuviricetes
YP_006905853, Pisuviricota, Stelpaviricetes
YP_006905856, Pisuviricota, Stelpaviricetes
YP_006905859, Pisuviricota, Stelpaviricetes
YP_006905861, Kitrinoviricota, Alsuviricetes
YP_006989380, Pisuviricota, Stelpaviricetes
YP_006990202, Pisuviricota, Stelpaviricetes
YP_007002852, Lenarviricota, Leviviricetes
YP_007003829, Kitrinoviricota, Alsuviricetes
YP_007111575, Lenarviricota, Leviviricetes
YP_007111844, Pisuviricota, Pisoniviricetes
YP_007237129, Lenarviricota, Leviviricetes
YP_007237175, Lenarviricota, Leviviricetes
YP_007346986, Pisuviricota, Stelpaviricetes
YP_007419077, Pisuviricota, Duplopiviricetes
YP_007438853, Pisuviricota, Pisoniviricetes
YP_007438858, Pisuviricota, Pisoniviricetes
YP_007501034, Kitrinoviricota, Tolucaviricetes
YP_007506946, Pisuviricota, Pisoniviricetes
YP_007517174, Kitrinoviricota, Tolucaviricetes
YP_007517180, Kitrinoviricota, Alsuviricetes
YP_007641367, Negarnaviricota, Monjiviricetes
YP_007641381, Negarnaviricota, Monjiviricetes
YP_007641386, Negarnaviricota, Monjiviricetes
YP_007641391, Negarnaviricota, Monjiviricetes
YP_007697620, Pisuviricota, Stelpaviricetes
YP_007697629, Pisuviricota, Pisoniviricetes
YP_007697636, Pisuviricota, Pisoniviricetes
YP_007697642, Pisuviricota, Pisoniviricetes
YP_007697649, Kitrinoviricota, Flasuviricetes
YP_007761589, Duplornaviricota, Chrymotiviricetes
YP_007872240, Pisuviricota, Stelpaviricetes
YP_007889825, Pisuviricota, Duplopiviricetes
YP_007891054, Pisuviricota, Duplopiviricetes
YP_007905733, Kitrinoviricota, Flasuviricetes
YP_007905734, Kitrinoviricota, Flasuviricetes
YP_007969412, Pisuviricota, Stelpaviricetes
YP_008003507, Negarnaviricota, Ellioviricetes
YP_008083730, Pisuviricota, Pisoniviricetes
YP_008130302, Pisuviricota, Pisoniviricetes
YP_008130308, Duplornaviricota, Chrymotiviricetes
YP_008130309, Pisuviricota, Pisoniviricetes
YP_008130310, Pisuviricota, Pisoniviricetes
YP_008145313, Duplornaviricota, Resentoviricetes
YP_008169851, Kitrinoviricota, Alsuviricetes
YP_008219063, Kitrinoviricota, Alsuviricetes
YP_008318042, Kitrinoviricota, Alsuviricetes
YP_008327312, Pisuviricota, Duplopiviricetes
YP_008378651, Kitrinoviricota, Tolucaviricetes
YP_008400121, Pisuviricota, Pisoniviricetes
